order_id,order_date,product,category,region,units,unit_price,cost
ORD-100251,2024-06-29,Running Shoes,Apparel,North,3.0,97.17,41.67
ORD-100252,2024-03-09,Water Bottle,Health,South,2.0,18.67,6.84
ORD-100253,2024-04-30,Cotton T-Shirt,Apparel,West,7.0,17.74,6.38
ORD-100254,2024-08-29,Cotton T-Shirt,Apparel,South,7.0,19.51,5.72
ORD-100255,2024-02-22,Cotton T-Shirt,Apparel,West,5.0,17.72,6.17
ORD-100256,2024-09-05,Cotton T-Shirt,Apparel,Central,1.0,18.79,6.52
ORD-100257,2024-02-07,Mechanical Keyboard,Electronics,West,4.0,80.2,39.64
ORD-100258,2024-03-05,Ceramic Mug,Home,West,5.0,13.2,3.99
ORD-100259,2024-08-03,Wireless Mouse,Electronics,East,7.0,23.72,10.5
ORD-100260,2024-10-17,Noise-Cancel Headphones,Electronics,North,5.0,148.3,66.19
ORD-100261,2024-03-03,Noise-Cancel Headphones,Electronics,East,4.0,152.75,68.85
ORD-100262,2024-04-19,4K Webcam,Electronics,Central,4.0,93.72,39.87
ORD-100263,2024-12-04,Desk Lamp,Home,West,4.0,40.18,15.54
ORD-100264,2024-12-28,Ceramic Mug,Home,West,1.0,14.05,3.95
ORD-100265,2024-07-31,Water Bottle,Health,Central,1.0,19.25,6.97
ORD-100266,2024-06-12,Cotton T-Shirt,Apparel,South,7.0,17.98,6.12
ORD-100267,2024-05-06,Yoga Mat,Health,South,3.0,34.11,12.36
ORD-100268,2024-08-12,Wireless Mouse,Electronics,Central,7.0,25.51,10.7
ORD-100269,2024-08-04,Wool Beanie,Apparel,East,4.0,22.37,6.96
ORD-100270,2024-04-17,Desk Lamp,Home,West,8.0,34.91,15.87
ORD-100271,2024-01-09,Wool Beanie,Apparel,West,2.0,21.14,7.51
ORD-100272,2024-02-25,Yoga Mat,Health,North,2.0,37.11,13.12
ORD-100273,2024-12-16,Cotton T-Shirt,Apparel,South,5.0,19.08,5.61
ORD-100274,2024-06-02,Wireless Mouse,Electronics,South,7.0,23.23,11.18
ORD-100275,2024-06-25,Desk Lamp,Home,North,2.0,43.59,16.35
ORD-100276,2024-06-19,Mechanical Keyboard,Electronics,West,5.0,78.89,37.81
ORD-100277,2024-10-13,Desk Lamp,Home,Central,2.0,39.75,15.22
ORD-100278,2024-01-24,Throw Blanket,Home,Central,6.0,49.98,21.41
ORD-100279,2024-01-31,Protein Powder,Health,North,5.0,53.99,22.97
ORD-100280,2024-04-10,Denim Jacket,Apparel,East,6.0,115.63,56.45
ORD-100281,2024-06-27,Yoga Mat,Health,South,3.0,38.71,13.1
ORD-100282,2024-09-02,USB-C Hub,Electronics,North,3.0,47.26,19.46
ORD-100283,2024-06-28,Running Shoes,Apparel,West,6.0,98.9,44.87
ORD-100284,2024-06-10,Mechanical Keyboard,Electronics,Central,3.0,81.28,38.85
ORD-100285,2024-12-09,Desk Lamp,Home,North,6.0,37.04,15.64
ORD-100286,2024-02-28,Throw Blanket,Home,West,2.0,52.13,20.88
ORD-100287,2024-07-28,Desk Lamp,Home,North,3.0,37.36,15.6
ORD-100288,2024-07-17,Desk Lamp,Home,Central,1.0,39.55,16.1
ORD-100289,2024-06-22,4K Webcam,Electronics,North,1.0,81.7,38.88
ORD-100290,2024-10-22,Mechanical Keyboard,Electronics,East,3.0,70.94,36.43
ORD-100291,2024-04-07,Yoga Mat,Health,North,4.0,35.56,13.03
ORD-100292,2024-12-15,Denim Jacket,Apparel,East,2.0,115.15,55.81
ORD-100293,2024-05-01,Mechanical Keyboard,Electronics,East,1.0,71.14,35.41
ORD-100294,2024-07-18,Yoga Mat,Health,East,8.0,35.95,13.26
ORD-100295,2024-07-09,Water Bottle,Health,Central,5.0,22.12,6.77
ORD-100296,2024-11-07,Denim Jacket,Apparel,Central,6.0,128.34,57.82
ORD-100297,2024-06-09,Desk Lamp,Home,South,6.0,38.5,15.77
ORD-100298,2024-04-14,Wireless Mouse,Electronics,Central,1.0,25.01,10.51
ORD-100299,2024-01-08,Mechanical Keyboard,Electronics,East,5.0,82.51,38.12
ORD-100300,2024-05-13,4K Webcam,Electronics,North,7.0,93.99,39.5
ORD-100301,2024-10-29,Scented Candle,Home,West,4.0,17.69,6.3
ORD-100302,2024-01-04,USB-C Hub,Electronics,West,7.0,45.08,19.0
ORD-100303,2024-11-23,Wireless Mouse,Electronics,South,8.0,25.38,10.93
ORD-100304,2024-07-17,Scented Candle,Home,East,5.0,18.5,6.14
ORD-100305,2024-02-21,Desk Lamp,Home,East,1.0,38.74,15.36
ORD-100306,2024-04-20,Throw Blanket,Home,North,5.0,48.71,18.97
ORD-100307,2024-07-21,Desk Lamp,Home,South,8.0,41.69,16.26
ORD-100308,2024-04-25,Desk Lamp,Home,East,5.0,41.36,15.3
ORD-100309,2024-02-09,Ceramic Mug,Home,South,7.0,14.33,3.82
ORD-100310,2024-08-31,Wool Beanie,Apparel,Central,5.0,23.89,7.23
ORD-100311,2024-09-03,Protein Powder,Health,South,4.0,53.94,24.5
ORD-100312,2024-02-13,Cotton T-Shirt,Apparel,West,8.0,20.54,5.7
ORD-100313,2024-04-12,Mechanical Keyboard,Electronics,North,2.0,81.14,37.06
ORD-100314,2024-03-30,Desk Lamp,Home,South,4.0,45.38,15.42
ORD-100315,2024-08-29,4K Webcam,Electronics,Central,2.0,83.69,43.91
ORD-100316,2024-09-24,Water Bottle,Health,Central,6.0,19.31,7.25
ORD-100317,2024-09-23,Running Shoes,Apparel,Central,8.0,96.99,41.29
ORD-100318,2024-12-09,Protein Powder,Health,North,8.0,56.09,24.55
ORD-100319,2024-10-08,Wireless Mouse,Electronics,Central,2.0,27.44,10.4
ORD-100320,2024-04-27,Scented Candle,Home,South,6.0,17.4,5.84
ORD-100321,2024-02-09,Denim Jacket,Apparel,North,7.0,125.43,55.23
ORD-100322,2024-08-12,Denim Jacket,Apparel,North,7.0,126.97,55.99
ORD-100323,2024-12-01,4K Webcam,Electronics,West,5.0,92.14,40.84
ORD-100324,2024-12-22,Water Bottle,Health,East,2.0,19.04,7.07
ORD-100325,2024-03-25,Running Shoes,Apparel,East,4.0,101.69,42.13
ORD-100326,2024-03-27,Protein Powder,Health,Central,7.0,58.38,23.84
ORD-100327,2024-01-14,Running Shoes,Apparel,North,5.0,97.85,41.5
ORD-100328,2024-02-21,Wireless Mouse,Electronics,North,4.0,25.26,10.81
ORD-100329,2024-07-22,Yoga Mat,Health,Central,2.0,35.4,13.12
ORD-100330,2024-07-19,USB-C Hub,Electronics,West,6.0,44.82,19.31
ORD-100331,2024-05-15,4K Webcam,Electronics,West,4.0,91.85,41.33
ORD-100332,2024-04-23,Protein Powder,Health,East,4.0,55.09,22.87
ORD-100333,2024-10-30,Yoga Mat,Health,North,8.0,33.52,12.48
ORD-100334,2024-06-17,Yoga Mat,Health,East,1.0,33.16,13.21
ORD-100335,2024-10-22,Running Shoes,Apparel,Central,2.0,91.43,44.47
ORD-100336,2024-12-18,Desk Lamp,Home,North,8.0,39.43,16.1
ORD-100337,2024-04-26,Cotton T-Shirt,Apparel,North,8.0,18.97,5.9
ORD-100338,2024-03-15,Throw Blanket,Home,South,3.0,49.53,20.18
ORD-100339,2024-12-14,Wool Beanie,Apparel,East,8.0,22.55,6.68
